state,party,position,candidate_name,handle
South Dakota,Republican,U.S. House,Dusty Johnson,RepDustyJohnson
South Dakota,Republican,U.S. House,Dusty Johnson,DustyJohnson
Tennessee,Democratic,U.S. Senate,Diana Onyejiaka,dianafortn
Tennessee,Democratic,U.S. Senate,James Mackler,James_Mackler
Tennessee,Democratic,U.S. Senate,Mark Pickrell,MarkPickrell3
Tennessee,Democratic,U.S. Senate,Marquita Bradshaw,Bradshaw2020
Tennessee,Democratic,U.S. Senate,Marquita Bradshaw,MarquitaBrads15
Tennessee,Democratic,U.S. Senate,Robin Kimbrough,robin4senate
Tennessee,Republican,U.S. Senate,Aaron Pettigrew,alpettigrew1
Tennessee,Republican,U.S. Senate,Bill Hagerty,billhagertyTN
Tennessee,Republican,U.S. Senate,Byron Bush,BushforSenate
Tennessee,Republican,U.S. Senate,David Schuster,schustercampai1
Tennessee,Republican,U.S. Senate,George Flinn Jr.,GeorgeFlinn
Tennessee,Republican,U.S. Senate,Glen Neal,GlenNeal8
Tennessee,Republican,U.S. Senate,Johnny Presley,JohnnyJJPresley
Tennessee,Republican,U.S. Senate,Jon Henry,jonhenry4senate
Tennessee,Republican,U.S. Senate,Josh Gapp,joshgapptn
Tennessee,Republican,U.S. Senate,Larry Crim,CrimUSSenate
Tennessee,Republican,U.S. Senate,Larry Crim,LarryCrim
Tennessee,Republican,U.S. Senate,Manny Sethi,DrMannySenate
Tennessee,Republican,U.S. Senate,Roy Cope,CopeTN2020
Tennessee,Republican,U.S. Senate,Stokes Nielson,stokesnfriends
Tennessee,Independents,U.S. Senate,Kacey Morgan,KaceyForSenate
Tennessee,Independents,U.S. Senate,Ronnie Henley,Henley215
Tennessee,Democratic,U.S. House,Blair Walsingham,BlairWalsingham
Tennessee,Democratic,U.S. House,Chance Brown,ChanceforTN
Tennessee,Democratic,U.S. House,Chris Rowe,ChrisForTN1
Tennessee,Democratic,U.S. House,Christopher Hale,chrisjollyhale
Tennessee,Democratic,U.S. House,Corey Strong,The901Strong
Tennessee,Democratic,U.S. House,Corey Strong,The901King
Tennessee,Democratic,U.S. House,Jacob Anders,JacobkAnders
Tennessee,Democratic,U.S. House,Jim Cooper (Tennessee),repjimcooper
Tennessee,Democratic,U.S. House,Jim Cooper (Tennessee),CoopForCongress
Tennessee,Democratic,U.S. House,Joshua Rawlings,voterawlings
Tennessee,Democratic,U.S. House,Justin Bautista-Jones,brotherjones_
Tennessee,Democratic,U.S. House,Keeda Haynes,KeedaHaynes
Tennessee,Democratic,U.S. House,Kiran Sreepada,Kiran4congress
Tennessee,Democratic,U.S. House,Larry Smith (Tennessee),larryfortn01
Tennessee,Democratic,U.S. House,Meg Gorman,meg4congress
Tennessee,Democratic,U.S. House,Meredith Mattlin,meredith_2020
Tennessee,Democratic,U.S. House,Noelle Bivens,Noelle4TN
Tennessee,Democratic,U.S. House,Renee Hoyos,RVHoyos
Tennessee,Democratic,U.S. House,Steve Cohen,RepCohen
Tennessee,Democratic,U.S. House,Steve Cohen,ReElectCohen
Tennessee,Republican,U.S. House,Chance Cansler,ChanceAtHome
Tennessee,Republican,U.S. House,Charles Fleischmann,RepChuck
Tennessee,Republican,U.S. House,Charles Fleischmann,chuck4congress
Tennessee,Republican,U.S. House,Charlotte Bergmann,electbergmann
Tennessee,Republican,U.S. House,Christopher Monday,CMonday4Liberty
Tennessee,Republican,U.S. House,Cody Williams (Tennessee),2020Williams
Tennessee,Republican,U.S. House,David Hawk,DavidHawkForTN
Tennessee,Republican,U.S. House,David Kustoff,RepDavidKustoff
Tennessee,Republican,U.S. House,David Kustoff,DavidKustoff
Tennessee,Republican,U.S. House,Diana Harshbarger,DHarshbargerTN1
Tennessee,Republican,U.S. House,Doug Meyer,meyertn4
Tennessee,Republican,U.S. House,John Clark (Tennessee),votejohnclark
Tennessee,Republican,U.S. House,John Rose (Tennessee),repjohnrose
Tennessee,Republican,U.S. House,John Rose (Tennessee),JohnRoseforTN
Tennessee,Republican,U.S. House,Mark Green (Tennessee),RepMarkGreen
Tennessee,Republican,U.S. House,Mark Green (Tennessee),DrMarkGreen4TN
Tennessee,Republican,U.S. House,Nichole Williams,Nicholefor2020
Tennessee,Republican,U.S. House,Phil Arlinghaus,phil4house
Tennessee,Republican,U.S. House,Rusty Crowe,Crowe4Congress
Tennessee,Republican,U.S. House,Scott DesJarlais,DesJarlaisTN04
Tennessee,Republican,U.S. House,Scott DesJarlais,tndesjarlais
Tennessee,Republican,U.S. House,Tim Burchett,RepTimBurchett
Tennessee,Republican,U.S. House,Tim Burchett,timburchett
Tennessee,Republican,U.S. House,Timothy Hill,timothyhilltn1
Tennessee,Republican,U.S. House,Todd McKinley,todd4house
Tennessee,Independents,U.S. House,Amber Hysell,hysell2020
Tennessee,Independents,U.S. House,Scott Vieira,ForVieira
Texas,Democratic,U.S. Senate,Adrian Ocegueda,TxReason
Texas,Democratic,U.S. Senate,Amanda Edwards,AmandaForTexas
Texas,Democratic,U.S. Senate,Annie Garcia,AnnieMamaGarcia
Texas,Democratic,U.S. Senate,Chris Bell (Texas),BellForSenate
Texas,Democratic,U.S. Senate,Cristina Tzintzún Ramirez,cristinafortx
Texas,Democratic,U.S. Senate,Jack Daniel Foster Jr. (Texas),JackDanielFost1
Texas,Democratic,U.S. Senate,John Love III (Texas),LoveForTX
Texas,Democratic,U.S. Senate,M.J. Hegar,mjhegar
Texas,Democratic,U.S. Senate,Royce West,RoyceWestTX
Texas,Democratic,U.S. Senate,Royce West,SenRoyceWest
Texas,Democratic,U.S. Senate,Sema Hernandez,Sema4Texas
Texas,Democratic,U.S. Senate,Sema Hernandez,_SemaHernandez_
Texas,Democratic,U.S. Senate,Victor Harris,victorfortexas
Texas,Republican,U.S. Senate,Dwayne Stovall,DwayneStovall
Texas,Republican,U.S. Senate,John Castro,realJohnACastro
Texas,Republican,U.S. Senate,John Cornyn,JohnCornyn
Texas,Republican,U.S. Senate,John Cornyn,TeamCornyn
Texas,Republican,U.S. Senate,Mark Yancey,votemarkyancey
Texas,Republican,U.S. Senate,Mark Yancey,tucker85443170
Texas,Other parties,U.S. Senate,Kerry McKennon,Mckennon2020
Texas,Independents,U.S. Senate,Ricardo Turullols-Bonilla,Ric4SenateTx
Texas,Independents,U.S. Senate,Ricardo Turullols-Bonilla,PaRaDiSeism
Texas,Democratic,U.S. House,Adrienne Bell,AdrBell
Texas,Democratic,U.S. House,Al Green (Texas),RepAlGreen
Texas,Democratic,U.S. House,Al Green (Texas),RepAlGreenTX
Texas,Democratic,U.S. House,Al Woolum,Woolum4TX
Texas,Democratic,U.S. House,Barbara Mallory Caraway,BMalloryCaraway
Texas,Democratic,U.S. House,Bimal Patel,bimal2020
Texas,Democratic,U.S. House,Candace Valenzuela,candacefor24
Texas,Democratic,U.S. House,Carlos Quintanilla (Texas),accionamerica
Texas,Democratic,U.S. House,Carol Iannuzzi,caroltx26
Texas,Democratic,U.S. House,Carol Iannuzzi,IannuzziCarol
Texas,Democratic,U.S. House,Carolyn Salter,SalterforTexas
Texas,Democratic,U.S. House,Charlie Jackson (Texas),charlie07011393
Texas,Democratic,U.S. House,Chris Fernandez,ChrisFe01041638
Texas,Democratic,U.S. House,Christine Eady Mann,DrChristineMann
Texas,Democratic,U.S. House,Colin Allred,RepColinAllred
Texas,Democratic,U.S. House,Colin Allred,ColinAllredTX
Texas,Democratic,U.S. House,Crystal Fletcher,Fletcher4_TX24
Texas,Democratic,U.S. House,Dan Janjigian,DanJan4Congress
Texas,Democratic,U.S. House,Dan Janjigian,danjan111
Texas,Democratic,U.S. House,David Jaramillo,JaramilloForTX
Texas,Democratic,U.S. House,Derrick Reed,ReedForCongress
Texas,Democratic,U.S. House,Donna Imam,donnaimamtx
Texas,Democratic,U.S. House,Donovan Boson,donovan4us
Texas,Democratic,U.S. House,Eddie Bernice Johnson,RepEBJ
Texas,Democratic,U.S. House,Eddie Fisher,fisher_tx14
Texas,Democratic,U.S. House,Elisa Cardnell,ElisaCardnell
Texas,Democratic,U.S. House,Elizabeth Hernandez (Texas),LizForTX8
Texas,Democratic,U.S. House,Eric Hanke,erichanke
Texas,Democratic,U.S. House,Filemon Vela (Texas U.S. representative),RepFilemonVela
Texas,Democratic,U.S. House,Filemon Vela (Texas U.S. representative),FilemonVela
Texas,Democratic,U.S. House,Gina Ortiz Jones,GinaOrtizJones
Texas,Democratic,U.S. House,Greg Sagan,gtsagan
Texas,Democratic,U.S. House,Gus Trujillo,GusForTX
Texas,Democratic,U.S. House,Hank Gilbert,Hank4Texas
Texas,Democratic,U.S. House,Hasani Burton,Hasani4Progress
Texas,Democratic,U.S. House,Hasani Burton,HasaniBurton
Texas,Democratic,U.S. House,Heidi Sloan,HeidiSloanForTX
Texas,Democratic,U.S. House,Henry Cuellar,RepCuellar
Texas,Democratic,U.S. House,Henry Cuellar,CuellarCampaign
Texas,Democratic,U.S. House,Jaime Escuder,JaimeEscuder
Texas,Democratic,U.S. House,Jan McDowell,janforcongress
Texas,Democratic,U.S. House,Jennie Lou Leeder,JennieLouLeeder
Texas,Democratic,U.S. House,Jeremiah Landin,Landin4TX31
Texas,Democratic,U.S. House,Jerry Ford Sr.,JerryFordSr
Texas,Democratic,U.S. House,Jerry Ford Sr.,Playball123urou
Texas,Democratic,U.S. House,Jessica Cisneros,JCisnerosTX
Texas,Democratic,U.S. House,Joaquin Castro,JoaquinCastrotx
Texas,Democratic,U.S. House,Joaquin Castro,Castro4Congress
Texas,Democratic,U.S. House,John Biggan,Biggan4Congress
Texas,Democratic,U.S. House,Jon Mark Hogg,jonmarkhogg
Texas,Democratic,U.S. House,Julie Oliver,julieolivertx
Texas,Democratic,U.S. House,Kim Olson,KimOlsonTx
Texas,Democratic,U.S. House,Laura Jones (Texas),CongressLaura
Texas,Democratic,U.S. House,Lisa Welch,Welch_tx
Texas,Democratic,U.S. House,Liz Wahl,lizwahl
Texas,Democratic,U.S. House,Lizzie Pannill Fletcher,RepFletcher
Texas,Democratic,U.S. House,Lizzie Pannill Fletcher,Lizzie4Congress
Texas,Democratic,U.S. House,Lloyd Doggett,RepLloydDoggett
Texas,Democratic,U.S. House,Lloyd Doggett,LloydDoggettTX
Texas,Democratic,U.S. House,Lorie Burch,LorieB4Congress
Texas,Democratic,U.S. House,Lulu Seikaly,LuluForTexas
Texas,Democratic,U.S. House,Marc Veasey,RepVeasey
Texas,Democratic,U.S. House,Marc Veasey,MarcVeasey
Texas,Democratic,U.S. House,Mat Pruneda,Mat4Texas
Texas,Democratic,U.S. House,Melissa Wilson-Williams,MelissaMechell1
Texas,Democratic,U.S. House,Mikal Williams,MikalDWilliams
Texas,Democratic,U.S. House,Mike Siegel,SiegelForTexas
Texas,Democratic,U.S. House,Neil Durrance,NLDCongress
Texas,Democratic,U.S. House,Neil Durrance,neildurrance
Texas,Democratic,U.S. House,Nyanza Moore,NyanzaMoore
Texas,Democratic,U.S. House,Pritesh Gandhi,priteshgandhimd
Texas,Democratic,U.S. House,Rashad Lewis,RLewis4Congress
Texas,Democratic,U.S. House,Richard Fleming,FlemingforTX24
Texas,Democratic,U.S. House,Rick Kennedy,RickKennedyTX17
Texas,Democratic,U.S. House,Rob Hostetler,hostetler_rob
Texas,Democratic,U.S. House,Robert Thomas (Texas),RobertTCongress
Texas,Democratic,U.S. House,Roderick Kutch,Satyrnine
Texas,Democratic,U.S. House,Rosalinda Ramos Abuabara,roseyfortx23
Texas,Democratic,U.S. House,Russell Foster,RussellFosterTX
Texas,Democratic,U.S. House,Sam Vega,samvega2020
Texas,Democratic,U.S. House,Sanjanetta Barnes,bsanjanetta
Texas,Democratic,U.S. House,Sean McCaffity,seanmccaffity
Texas,Democratic,U.S. House,Sean McCaffity,sean_mccaffity
Texas,Democratic,U.S. House,Shannon Hutcheson,Shannon4Texas
Texas,Democratic,U.S. House,Sheila Jackson Lee,JacksonLeeTX18
Texas,Democratic,U.S. House,Sheila Jackson Lee,sjl4hrc
Texas,Democratic,U.S. House,Shenita Cleveland,ClevelandFor30
Texas,Democratic,U.S. House,Shenita Cleveland,Shae_Cleveland
Texas,Democratic,U.S. House,Sima Ladjevardian,SimaforTX
Texas,Democratic,U.S. House,Sri Preston Kulkarni,SriPKulkarni
Texas,Democratic,U.S. House,Stephen Daniel,stephendaniel
Texas,Democratic,U.S. House,Stevens Orozco,Stevens_Orozco
Texas,Democratic,U.S. House,Sylvia Garcia,RepSylviaGarcia
Texas,Democratic,U.S. House,Sylvia Garcia,LaCongresista
Texas,Democratic,U.S. House,Tammy Young (Texas),TammyYoungfor31
Texas,Democratic,U.S. House,Tanner Do,TannerDoTX3
Texas,Democratic,U.S. House,Tom Watson (Texas congressional candidate),tomwatsontx19
Texas,Democratic,U.S. House,Travis Olsen,travisolsen2020
Texas,Democratic,U.S. House,Veronica Escobar,RepEscobar
Texas,Democratic,U.S. House,Veronica Escobar,vgescobar
Texas,Democratic,U.S. House,Vicente Gonzalez Jr.,RepGonzalez
Texas,Democratic,U.S. House,Vicente Gonzalez Jr.,VoteVicente
Texas,Democratic,U.S. House,Wendy Davis (Texas),wendydavis
Texas,Democratic,U.S. House,Will Fisher,WillFisherTX
Texas,Republican,U.S. House,Aaron Hermes,realaaronhermes
Texas,Republican,U.S. House,Abhiram Garapati,abhiramlovesusa
Texas,Republican,U.S. House,Alia Garcia-Ureste,ureste4congress
Texas,Republican,U.S. House,Alia Garcia-Ureste,AliaDGarciaUres
Texas,Republican,U.S. House,Alma Arredondo-Lynch,arredondo_lynch
Texas,Republican,U.S. House,Anita Kegley,AnitaKegley10
Texas,Republican,U.S. House,Anthony Aguero,AgueroForTexas
Texas,Republican,U.S. House,Asusena Resendiz,Asusena4TX
Texas,Republican,U.S. House,August Pfluger,AugustPfluger
Texas,Republican,U.S. House,Ava Pate,avaforcongress
Texas,Republican,U.S. House,Bangar Reddy,Reddy4Congress
Texas,Republican,U.S. House,Bangar Reddy,BangarReddy
Texas,Republican,U.S. House,Ben Van Winkle,vanwinkle4tx23
Texas,Republican,U.S. House,Beth Van Duyne,Bethvanduyne
Texas,Republican,U.S. House,Brandon Batch,batchfortexas
Texas,Republican,U.S. House,Brian Babin,RepBrianBabin
Texas,Republican,U.S. House,Brian Babin,Babin4Congress
Texas,Republican,U.S. House,Brian Babin,Brian_Babin
Texas,Republican,U.S. House,Casey Gray (Texas),caseygraytx11
Texas,Republican,U.S. House,Catherine Carr,Catherine13th
Texas,Republican,U.S. House,Catherine Carr,cathycarrgcac
Texas,Republican,U.S. House,Cecil Jones,2020_Burt
Texas,Republican,U.S. House,Chip Roy,RepChipRoy
Texas,Republican,U.S. House,Chip Roy,chiproytx
Texas,Republican,U.S. House,Chris Ekstrom,ekstromfortexas
Texas,Republican,U.S. House,Chris Putnam,putnamfortexas
Texas,Republican,U.S. House,Christopher Wall (Texas),ChrisWallTX
Texas,Republican,U.S. House,Cindy Siegel,CindySiegelTX7
Texas,Republican,U.S. House,Clint Morgan,clintmorgantx
Texas,Republican,U.S. House,Daniel Crenshaw,RepDanCrenshaw
Texas,Republican,U.S. House,Daniel Crenshaw,DanCrenshawTX
Texas,Republican,U.S. House,Darwin Boedeker,darwinfor23
Texas,Republican,U.S. House,David Fegan,DCfegan
Texas,Republican,U.S. House,David Saucedo (Texas Congressional candidate),DS4Congress
Texas,Republican,U.S. House,David Saucedo (Texas Congressional candidate),Polatik254
Texas,Republican,U.S. House,Desi Maes,desiforcongress
Texas,Republican,U.S. House,Diana Miller,DianaMillerTX
Texas,Republican,U.S. House,Dominick Dina,DominickDina
Texas,Republican,U.S. House,Don Hill (Texas),ElectDonHill
Texas,Republican,U.S. House,Elaine Hays,ElaineHaysTX
Texas,Republican,U.S. House,Elaine Hays,ElainesEco
Texas,Republican,U.S. House,Fabian Cordova Vasquez,FCV2020Campaign
Texas,Republican,U.S. House,Felicia Harris Hoss,FeliciaForTX
Texas,Republican,U.S. House,Felicia Harris Hoss,harrisfkyle
Texas,Republican,U.S. House,Floyd McLendon Jr.,FloydMcLendon
Texas,Republican,U.S. House,Genevieve Collins,gcforcongress
Texas,Republican,U.S. House,George Hindman,GeorgeWHindman
Texas,Republican,U.S. House,Greg Hill,GregHillTX
Texas,Republican,U.S. House,Howard Lynn Steele Jr.,HowardSteele20
Texas,Republican,U.S. House,Howard Lynn Steele Jr.,howardsteele5
Texas,Republican,U.S. House,Irene Armendariz-Jackson,ArmendarizDis16
Texas,Republican,U.S. House,J. Ross Lacy,LacyforCongress
Texas,Republican,U.S. House,J. Ross Lacy,JRoss_Lacy
Texas,Republican,U.S. House,Jack Wyman,jackwymanTX
Texas,Republican,U.S. House,Jaime Arriola Jr.,JaimeArriola_
Texas,Republican,U.S. House,Jaimy Blanco,JaimyBlanco
Texas,Republican,U.S. House,Jamie Berryhill,JBerryhillTX11
Texas,Republican,U.S. House,Jamie Berryhill,JamieBerryhill3
Texas,Republican,U.S. House,Jamie Culley,ForCulley
Texas,Republican,U.S. House,Jason Mrochek,JasonforTX
Texas,Republican,U.S. House,Jason Mrochek,JasonMrochek
Texas,Republican,U.S. House,Jeff McFarlin,JeffMcFarlinTX
Texas,Republican,U.S. House,Jenny Garcia Sharon,jenny4congress
Texas,Republican,U.S. House,Jim Noteware,noteware4hou
Texas,Republican,U.S. House,Jodey Arrington,RepArrington
Texas,Republican,U.S. House,Jodey Arrington,JodeyArrington
Texas,Republican,U.S. House,Joe Walz,JoeWalzTX22
Texas,Republican,U.S. House,John Bohlin,coachbohlin
Texas,Republican,U.S. House,John Carter (Texas),JudgeCarter
Texas,Republican,U.S. House,John Carter (Texas),JudgeJohnCarter
Texas,Republican,U.S. House,John Ratcliffe,RepRatcliffe
Texas,Republican,U.S. House,Johnny Teague,ForTeague
Texas,Republican,U.S. House,Johnny Teague,CheckJohnny
Texas,Republican,U.S. House,Jon Camarillo,camarillo4house
Texas,Republican,U.S. House,Jon Hollis (Texas),hollis4congress
Texas,Republican,U.S. House,Jon Menefee,ForMenefee
Texas,Republican,U.S. House,Josh Winegarner,WinegarnerTX
Texas,Republican,U.S. House,Joshua Foxworth,FoxworthFor14
Texas,Republican,U.S. House,Kathaleen Wall,WallforTX
Texas,Republican,U.S. House,Kay Granger,RepKayGranger
Texas,Republican,U.S. House,Kay Granger,GrangerCampaign
Texas,Republican,U.S. House,Keith Neuendorff,KeithNeuendorff
Texas,Republican,U.S. House,Keli Chevalier,KeliforCongress
Texas,Republican,U.S. House,Keli Chevalier,KeliGChevalier
Texas,Republican,U.S. House,Kevin Brady (Texas),RepKevinBrady
Texas,Republican,U.S. House,Kevin Brady (Texas),bradyfortexas
Texas,Republican,U.S. House,Kirk Osborn,Kirk4Congress
Texas,Republican,U.S. House,Kristen Alamo Rowin,kristenrowin
Texas,Republican,U.S. House,Kyle Preston,TX_Preston
Texas,Republican,U.S. House,Laique Rehman,LaiqueRehman1
Texas,Republican,U.S. House,Lance Gooden,Lancegooden
Texas,Republican,U.S. House,Laurie Godfrey McReynolds,LaurieGodfreyM1
Texas,Republican,U.S. House,Louie Gohmert,replouiegohmert
Texas,Republican,U.S. House,Louie Gohmert,LouieGohmertTX1
Texas,Republican,U.S. House,Maria Espinoza,MariaforAmerica
Texas,Republican,U.S. House,Matt Hinton,Hinton4Matt
Texas,Republican,U.S. House,Matt McArthur,McArthur4TX13
Texas,Republican,U.S. House,Mauro Garza,mauro4texas
Texas,Republican,U.S. House,Michael Armstrong,myarmstrongtx
Texas,Republican,U.S. House,Michael Burgess,michaelcburgess
Texas,Republican,U.S. House,Michael Cloud (Texas),RepCloudTX
Texas,Republican,U.S. House,Michael Cloud (Texas),MichaelJCloud
Texas,Republican,U.S. House,Michael McCaul,RepMcCaul
Texas,Republican,U.S. House,Michael McCaul,McCaulforTexas
Texas,Republican,U.S. House,Monica De La Cruz Hernandez,monica4congress
Texas,Republican,U.S. House,Nathan Milliron,MillironTX
Texas,Republican,U.S. House,Nathan Milliron,nathanmilliron
Texas,Republican,U.S. House,Nellie Heiskell,truly4congress
Texas,Republican,U.S. House,Nick Moutos,votenickmoutos
Texas,Republican,U.S. House,Patrick Hernandez-Cigarruista,prolifeveteran
Texas,Republican,U.S. House,Pete Sessions,SessionsTX17
Texas,Republican,U.S. House,Pete Sessions,PeteSessions
Texas,Republican,U.S. House,Pierce Bush,PierceBush
Texas,Republican,U.S. House,RJ Boatman,Vote4Boatman
Texas,Republican,U.S. House,Randy Weber,TXRandy14
Texas,Republican,U.S. House,Randy Weber,WeberforTexas
Texas,Republican,U.S. House,Raul Reyes Jr. (Texas congressional candidate),Raul4Congress
Texas,Republican,U.S. House,Renee Swann,ReneeSwann4TX
Texas,Republican,U.S. House,Rey Gonzalez,reygonzalez34
Texas,Republican,U.S. House,Rich Helms,Helms2020
Texas,Republican,U.S. House,Richard Herman,RichHermanTX
Texas,Republican,U.S. House,Robert Cadena,Cadena4Congress
Texas,Republican,U.S. House,Robert Cadena,RMCadena
Texas,Republican,U.S. House,Robert Tucker (Texas),tucker_us
Texas,Republican,U.S. House,Roger Barone,RogerBarone
Texas,Republican,U.S. House,Roger Williams (Texas),RepRWilliams
Texas,Republican,U.S. House,Roger Williams (Texas),RogerWilliamsTX
Texas,Republican,U.S. House,Ronald Wright,RepRonWright
Texas,Republican,U.S. House,Ronald Wright,ron4congress
Texas,Republican,U.S. House,Ronny Jackson,RonnyJackson4TX
Texas,Republican,U.S. House,Ross Schumann,RossSchumann
Texas,Republican,U.S. House,Ryan Krause,krause4freedom
Texas,Republican,U.S. House,Samuel Williams Jr.,votesamuelwill1
Texas,Republican,U.S. House,Sandra Whitten,texas_sandra
Texas,Republican,U.S. House,Schell Hammel,VoteSchell
Texas,Republican,U.S. House,Schell Hammel,schellh1
Texas,Republican,U.S. House,Scott Bland,blandfortexas
Texas,Republican,U.S. House,Shandon Phan,phan4congress
Texas,Republican,U.S. House,Shandon Phan,shandonphan
Texas,Republican,U.S. House,Sharon Thomas (Texas),Thomas4Texas
Texas,Republican,U.S. House,Sunny Chaparala,SunnyforTX24
Texas,Republican,U.S. House,T.C. Manning,TCManning
Texas,Republican,U.S. House,Tammy Orta,ortatko
Texas,Republican,U.S. House,Tania Burgess,TaniaBurgessTX
Texas,Republican,U.S. House,Tim Westley,twestley777
Texas,Republican,U.S. House,Todd Kent,toddfortx
Texas,Republican,U.S. House,Tony Gonzales,TonyGonzales4TX
Texas,Republican,U.S. House,Tre Pennie,sgt_pennie
Texas,Republican,U.S. House,Trent Sutton,trentsuttontx
Texas,Republican,U.S. House,Troy Nehls,SheriffTNehls
Texas,Republican,U.S. House,Troy Nehls,TroyNehls
Texas,Republican,U.S. House,Van Taylor,RepVanTaylor
Texas,Republican,U.S. House,Van Taylor,VanTaylorTX
Texas,Republican,U.S. House,Vance Boyd,vancewboyd
Texas,Republican,U.S. House,Vance Snider II,VanceSniderIi1
Texas,Republican,U.S. House,Wendell Champion,ChampionTx2020
Texas,Republican,U.S. House,"Wesley Hunt (Congressional candidate, Texas)",WesleyHuntTX
Texas,Republican,U.S. House,Wesley Virdell,WesleyVirdell
Texas,Republican,U.S. House,William Hayward,TX35CDHayward
Texas,Republican,U.S. House,William Hayward,T35cd
Texas,Other parties,U.S. House,Bekah Congdon,LibertyBeks
Texas,Other parties,U.S. House,Ben Leder,BenjaminLeder
Texas,Other parties,U.S. House,Clark Patterson,ClarkPatterson
Texas,Other parties,U.S. House,Darren Hamilton,DHamilton2020
Texas,Other parties,U.S. House,Elliott Scheirman,VoteScheirman
Texas,Other parties,U.S. House,Elliott Scheirman,LOLLIOTT
Texas,Other parties,U.S. House,Jack Westbrook,ministerjWb
Texas,Other parties,U.S. House,Joseph LeBlanc (Texas),PieRatKing
Texas,Other parties,U.S. House,Kevin Hale,HaleGive
Texas,Other parties,U.S. House,Luke Spencer,LukeSpencer2020
Texas,Other parties,U.S. House,Phil Kurtz,PhilKurtz3
Texas,Other parties,U.S. House,Trey Holcomb,TreyHolcomb
Texas,Other parties,U.S. House,Wacey Cody,WaceyCody
Texas,Independents,U.S. House,Jason Mata Sr.,jmata146
Texas,Independents,U.S. House,Jason Sigmon,jasonxsigmon
Texas,Independents,U.S. House,Jay Taylor,JayLeads
Texas,Independents,U.S. House,Jeffery Cady,JeffCadyTX11
Texas,Independents,U.S. House,Jeremy Bravo,JeremyJBravo
Texas,Independents,U.S. House,Mark Bauer,MarkBauer
Texas,Independents,U.S. House,Michael Felts,TheMichaelFelts
Texas,Independents,U.S. House,Olis Bahari,olisbahari
Texas,Independents,U.S. House,Stephen Kuzmich,stevekuzmich
Texas,Independents,U.S. House,Steven Sanders (Texas),steventsanders
Utah,Democratic,U.S. House,Ashley Jolin,jolin4congress
Utah,Democratic,U.S. House,Ben McAdams,RepBenMcAdams
Utah,Democratic,U.S. House,Ben McAdams,BenMcAdams
Utah,Democratic,U.S. House,Daniel Beckstrand,Beckstrand2020
Utah,Democratic,U.S. House,Darren Parry,shoshoneelder
Utah,Democratic,U.S. House,Devin Thorpe,devindthorpe
Utah,Democratic,U.S. House,Jamie Cheek,cheekforutah
Utah,Democratic,U.S. House,Jared Lyle Anderson,jaredforutah
Utah,Democratic,U.S. House,Kael Weston,KaelWeston
Utah,Democratic,U.S. House,Larry Livingston,electlivingston
Utah,Democratic,U.S. House,Randy Hopkins,randyincongress
Utah,Democratic,U.S. House,Trey Robinson,treyrob2020
Utah,Republican,U.S. House,Blake Moore,ElectBlakeMoore
Utah,Republican,U.S. House,Burgess Owens,BurgessOwens
Utah,Republican,U.S. House,Carson Jorgensen,CarsonJorg
Utah,Republican,U.S. House,Chris Biesinger,ChrisBiesinger
Utah,Republican,U.S. House,Chris Stewart (Utah),repchrisstewart
Utah,Republican,U.S. House,Chris Stewart (Utah),stewartforutah
Utah,Republican,U.S. House,Cory Green,CoryGreen14
Utah,Republican,U.S. House,Daniel Hemmert,danhemmert
Utah,Republican,U.S. House,Douglas Durbano,DurbanoForUtah
Utah,Republican,U.S. House,Howard Wallack,WallackUT1
Utah,Republican,U.S. House,Jay McFarland,JayMcfarland
Utah,Republican,U.S. House,John Curtis (Utah),RepJohnCurtis
Utah,Republican,U.S. House,John Curtis (Utah),CurtisUT
Utah,Republican,U.S. House,Kathleen Anderson,KathleenforUtah
Utah,Republican,U.S. House,Katie Witt,KatieWitt
Utah,Republican,U.S. House,Kerry Gibson,kerrygibsonutah
Utah,Republican,U.S. House,Kim Coleman,kimfcoleman
Utah,Republican,U.S. House,Mark Shepherd (Utah),UnlimitedUtah
Utah,Republican,U.S. House,Mark Shepherd (Utah),unlimitedutah
Utah,Republican,U.S. House,Mary Burkett,Burkett4Utah
Utah,Republican,U.S. House,Tina Cannon (Utah),TinaCannonUtah
Utah,Republican,U.S. House,Tyrone Jensen,realTyJensen
Utah,Other parties,U.S. House,J. Robert Latham,freeutahns
Utah,Other parties,U.S. House,John Molnar,Gear6A
Utah,Other parties,U.S. House,Jonia Broderick,teamjonia2020
Utah,Independents,U.S. House,Joseph Jarvis,drjoeqjarvis
Utah,Independents,U.S. House,Russel Fugal,rfugal
Vermont,Democratic,U.S. House,Peter Welch,PeterWelch
Vermont,Democratic,U.S. House,Peter Welch,WelchForVT
Vermont,Republican,U.S. House,Anya Tynio,AnyaTynio
Vermont,Republican,U.S. House,Jimmy Rodriguez (Vermont),PythonRodriguez
Vermont,Republican,U.S. House,Justin Tuthill,Justin_Tuthill
Vermont,Republican,U.S. House,Miriam Berry,MiriamBerry3
Virginia,Democratic,U.S. Senate,Mark Warner,MarkWarner
Virginia,Democratic,U.S. Senate,Mark Warner,MarkWarnerVa
Virginia,Republican,U.S. Senate,Alissa Baldwin,baldwinfors
Virginia,Republican,U.S. Senate,Alissa Baldwin,MadamPres1
Virginia,Republican,U.S. Senate,Daniel Gade,gadeforvirginia
